date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:41:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Jul%202025%2018:41:51%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/page/3?category%5B0%5D=insights&search-news	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/page/3e5a5	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=insights)
21:41:54	6475/6475	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Mar%202023%2014:20:42%20GMT	https://www.bnpparibas.nl/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=insights)
21:41:54	105882/105882	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:41:54%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/page/3/?category%5B0%5D=insights&search-news	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/page/3/indexe5a5.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=insights)
21:41:55	17823/17823	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Mar%202023%2014:20:42%20GMT	https://www.bnpparibas.nl/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=insights)
21:41:55	88811/88811	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2025%20Mar%202024%2016:22:42%20GMT	https://www.bnpparibas.nl/app/themes/bnpp-pays-v2c/dist/vendors-min.js?ver=184437939ee88d698047	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/themes/bnpp-pays-v2c/dist/vendors-min5843.js	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=insights)
21:41:55	87299/87299	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2025%20Mar%202024%2016:22:42%20GMT	https://www.bnpparibas.nl/app/themes/bnpp-pays-v2c/dist/app-min.js?ver=1597c59ba3360e9160f7	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/themes/bnpp-pays-v2c/dist/app-min4284.js	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=insights)
21:41:55	17590/17590	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2025%20Mar%202024%2016:22:42%20GMT	https://www.bnpparibas.nl/app/themes/bnpp-pays-v2c/dist/form-search-min.js?ver=31b28f416f21052e7f01	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/themes/bnpp-pays-v2c/dist/form-search-min415c.js	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=insights)
21:41:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Jul%202025%2018:41:57%20GMT	https://www.bnpparibas.nl/nl/contact/i	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/contact/i	(from https://www.bnpparibas.nl/nl/contact/)
21:41:58	60724/60724	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:41:58%20GMT	https://www.bnpparibas.nl/nl/contact/Firefox/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/contact/Firefox/index.html	(from https://www.bnpparibas.nl/nl/contact/)
21:41:58	54883/54883	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2007:39:11%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2023/06/kaart-nl-locaties-1024x455.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2023/06/kaart-nl-locaties-1024x455.jpg	(from https://www.bnpparibas.nl/nl/contact/)
21:41:59	123/123	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2008:13:39%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/amsterdam/1553676716.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/amsterdam/1553676716.png	(from https://www.bnpparibas.nl/nl/contact/)
21:41:59	123/123	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2008:13:39%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/oosterhout/2787275771.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/oosterhout/2787275771.png	(from https://www.bnpparibas.nl/nl/contact/)
21:41:59	96617/96617	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Jun%202021%2013:22:20%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2021/06/tunesia-office-228/855331145.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2021/06/tunesia-office-228/855331145.jpg	(from https://www.bnpparibas.nl/nl/contact/)
21:41:59	123/123	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2008:13:39%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/rotterdam/1581230225.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/rotterdam/1581230225.png	(from https://www.bnpparibas.nl/nl/contact/)
21:42:00	123/123	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2008:13:39%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/houten/864606493.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/houten/864606493.png	(from https://www.bnpparibas.nl/nl/contact/)
21:42:00	123/123	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2008:13:40%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/s-hertogenbosch/3207182354.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/s-hertogenbosch/3207182354.png	(from https://www.bnpparibas.nl/nl/contact/)
21:42:06	331354/331354	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Dec%202023%2008:02:22%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/12/livescience/2261167004.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/12/livescience/2261167004.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:06	202095/202095	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202023%2009:38:22%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/02/adobestock-89069228-1/1530769001.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/02/adobestock-89069228-1/1530769001.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:07	358733/358733	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:09:47%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/08/adobestock-443640482/524109116.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/08/adobestock-443640482/524109116.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:08	121858/121858	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:02%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B0%5D=persbericht	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/index4c0d.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:08	91607/91607	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:07%20GMT	https://www.bnpparibas.nl/nl/naturalis-biodiversity-center-en-bnp-paribas-starten-samenwerking-voor-behoud-en-herstel-van-biodiversiteit/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/naturalis-biodiversity-center-en-bnp-paribas-starten-samenwerking-voor-behoud-en-herstel-van-biodiversiteit/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:08	134667/134667	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:17:59%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/07/adobestock-228517306/3404656939.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/07/adobestock-228517306/3404656939.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:09	87696/87696	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:09%20GMT	https://www.bnpparibas.nl/nl/asn-impact-investors-kiest-bnp-paribas-securities-services-als-global-custodian/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/asn-impact-investors-kiest-bnp-paribas-securities-services-als-global-custodian/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:11	258861/258861	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:11:59%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/02/adobestock-303973876-resized/220827115.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/02/adobestock-303973876-resized/220827115.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:11	90712/90712	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:09%20GMT	https://www.bnpparibas.nl/nl/hypotheken-onderworpen-aan-klimaatstresstest/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/hypotheken-onderworpen-aan-klimaatstresstest/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:12	77405/77405	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:09%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=wealth-management	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/index35c1.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:12	89873/89873	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:09%20GMT	https://www.bnpparibas.nl/nl/nieuwe-generatie-bestuurders-familiebedrijven-zoekt-samenwerking-en-innovatie/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/nieuwe-generatie-bestuurders-familiebedrijven-zoekt-samenwerking-en-innovatie/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:14	87259/87259	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:11%20GMT	https://www.bnpparibas.nl/nl/nhg-kiest-bnp-paribas-als-custodian-voor-haar-belegde-vermogen/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/nhg-kiest-bnp-paribas-als-custodian-voor-haar-belegde-vermogen/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:15	86611/86611	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:14%20GMT	https://www.bnpparibas.nl/nl/cooperatie-unive-kiest-bnp-paribas-als-global-custodian/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/cooperatie-unive-kiest-bnp-paribas-als-global-custodian/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:16	91840/91840	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:12:00%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/02/adobestock-196983855/2983994928.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/02/adobestock-196983855/2983994928.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:16	106076/106076	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:12:01%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/12/adobestock-438996421/2495112928.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/12/adobestock-438996421/2495112928.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:16	82952/82952	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:15%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=bnp-paribas-cardif-3	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/indexf863.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:17	88985/88985	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:16%20GMT	https://www.bnpparibas.nl/nl/royal-cosun-heeft-e-60-mln-aan-groene-onderhandse-leningen-geplaatst-en-voor-e-145-mln-aan-groen-schuldschein-papier-uitgegeven/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/royal-cosun-heeft-e-60-mln-aan-groene-onderhandse-leningen-geplaatst-en-voor-e-145-mln-aan-groen-schuldschein-papier-uitgegeven/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:17	88556/88556	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:16%20GMT	https://www.bnpparibas.nl/nl/argenta-bnp-paribas-cardif-en-calcasa-versterken-samen-de-hypotheekmarkt/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/argenta-bnp-paribas-cardif-en-calcasa-versterken-samen-de-hypotheekmarkt/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:19	143634/143634	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2014:50:06%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/07/best-inv-bank-nl-image/1766056804.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/07/best-inv-bank-nl-image/1766056804.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:19	79306/79306	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:18%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=arval	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/index4d50.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:20	88766/88766	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:18%20GMT	https://www.bnpparibas.nl/nl/bnp-paribas-arval-voltooit-de-overname-van-terberg-business-lease-group/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/bnp-paribas-arval-voltooit-de-overname-van-terberg-business-lease-group/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:20	110193/110193	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2013:57:18%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/07/adobestock-307771735/1682376369.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/07/adobestock-307771735/1682376369.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:21	412228/412228	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:12:00%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/01/adobestock-167941946-1/2550225314.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/01/adobestock-167941946-1/2550225314.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:21	80309/80309	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:20%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=bnp-paribas-group-nl	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/index16ca.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:22	91797/91797	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:20%20GMT	https://www.bnpparibas.nl/nl/bnp-paribas-bekroond-tot-worlds-best-bank-for-sustainable-finance-en-best-investment-bank-in-nederland/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/bnp-paribas-bekroond-tot-worlds-best-bank-for-sustainable-finance-en-best-investment-bank-in-nederland/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:22	148825/148825	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2014:50:07%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/06/adobestock-295308879/791512527.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/06/adobestock-295308879/791512527.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:24	88586/88586	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:22%20GMT	https://www.bnpparibas.nl/nl/teslin-capital-management-kiest-bnp-paribas-securities-services-als-asset-servicing-dienstverlener-in-nederland/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/teslin-capital-management-kiest-bnp-paribas-securities-services-als-asset-servicing-dienstverlener-in-nederland/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:24	48315/48315	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2014:50:08%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/04/pears/1774271757.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/04/pears/1774271757.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:26	74496/74496	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2014:35:43%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/292311569/3287660666.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/292311569/3287660666.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:26	64444/64444	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2014:50:08%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/172769853/1411374364.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/02/172769853/1411374364.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:26	80873/80873	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:25%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=bnp-paribas-cardif	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/indexb397.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:27	77456/77456	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:26%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=insurance	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/index76ba.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:27	60813/60813	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2014:50:08%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/01/208223997/2942117685.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/01/208223997/2942117685.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:27	93071/93071	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:24%20GMT	https://www.bnpparibas.nl/nl/hera-life-en-bnp-paribas-cardif-introduceren-hera-zelfverzekerd-voor-zelfstandigen/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/hera-life-en-bnp-paribas-cardif-introduceren-hera-zelfverzekerd-voor-zelfstandigen/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:28	86065/86065	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:27%20GMT	https://www.bnpparibas.nl/nl/argenta-en-bnp-paribas-cardif-verbeteren-het-hypotheekproces/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/argenta-en-bnp-paribas-cardif-verbeteren-het-hypotheekproces/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:28	89870/89870	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:27%20GMT	https://www.bnpparibas.nl/nl/jogg-en-bnp-paribas-cardif-breiden-initiatieven-voor-gezonder-voedingsaanbod-uit/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/jogg-en-bnp-paribas-cardif-breiden-initiatieven-voor-gezonder-voedingsaanbod-uit/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:29	66816/66816	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2013:57:18%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/01/183471129-1/577956206.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/01/183471129-1/577956206.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:29	86489/86489	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:29%20GMT	https://www.bnpparibas.nl/nl/bnp-paribas-cardif-en-tulp-hypotheken-zoeken-de-samenwerking-op/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/bnp-paribas-cardif-en-tulp-hypotheken-zoeken-de-samenwerking-op/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:30	89165/89165	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:29%20GMT	https://www.bnpparibas.nl/nl/bnp-paribas-cardif-en-de-hypotheker-helpen-met-beter-en-verantwoord-bieden-op-een-woning/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/bnp-paribas-cardif-en-de-hypotheker-helpen-met-beter-en-verantwoord-bieden-op-een-woning/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:30	252480/252480	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2015:54:39%20GMT	https://www.bnpparibas.nl/app/themes/bnpp-pays-v2c/src/img/default/default-1380-1000.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/themes/bnpp-pays-v2c/src/img/default/default-1380-1000.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:30	142716/142716	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2013:57:18%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/09/windfarm-on-sea/2839616857.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/09/windfarm-on-sea/2839616857.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:30	75195/75195	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:29%20GMT	https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=bnp-paribas-cardif-2	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/laatste-inzichten/index63ee.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:31	87873/87873	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:31%20GMT	https://www.bnpparibas.nl/nl/aflosverzekering-bnp-paribas-cardif-nu-ook-voor-lopende-hypotheken-bescherming-bij-arbeidsongeschiktheid/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/aflosverzekering-bnp-paribas-cardif-nu-ook-voor-lopende-hypotheken-bescherming-bij-arbeidsongeschiktheid/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
21:42:31	91805/91805	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:42:30%20GMT	https://www.bnpparibas.nl/nl/adfiz-bnp-paribas-cardif-en-scildon-willen-meer-aandacht-voor-betaalbaar-houden-maandlasten/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/adfiz-bnp-paribas-cardif-en-scildon-willen-meer-aandacht-voor-betaalbaar-houden-maandlasten/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=persbericht)
